Usuario/rol
ecografia.vesiculaBiliar.contenidoAnecoico	boolean	Sí	Indica contenido anecoico.	src/lib/schema/ecografia.ts	true	Se coerciona a boolean.
ecografia.vesiculaBiliar.barroBiliar	boolean	Sí	Indica presencia de barro biliar.	src/lib/schema/ecografia.ts	false	Se coerciona a boolean.
ecografia.vesiculaBiliar.calculos	boolean	Sí	Indica presencia de cálculos.	src/lib/schema/ecografia.ts	false	Se coerciona a boolean.
ecografia.vesiculaBiliar.diagnostico	string	Sí	Diagnóstico de vesícula biliar.	src/lib/schema/ecografia.ts	Sin litiasis	Requerido.
ecografia.riñones.derecho.longitud	number	Sí	Longitud del riñón derecho.	src/lib/schema/ecografia.ts	10.5	Verificar unidad en implementación.
ecografia.riñones.derecho.parenquima	number	Sí	Parénquima del riñón derecho.	src/lib/schema/ecografia.ts	1.6	Verificar unidad en implementación.
ecografia.riñones.izquierdo.longitud	number	Sí	Longitud del riñón izquierdo.	src/lib/schema/ecografia.ts	10.8	Verificar unidad en implementación.
ecografia.riñones.izquierdo.parenquima	number	Sí	Parénquima del riñón izquierdo.	src/lib/schema/ecografia.ts	1.7	Verificar unidad en implementación.
ecografia.riñones.ecogenicidad	enum	Sí	Ecogenicidad renal.	src/lib/schema/ecografia.ts	Conservada	Valores: Conservada, Aumentada, Disminuida.
ecografia.riñones.relacionCorticoMedular	enum	Sí	Relación córtico-medular.	src/lib/schema/ecografia.ts	Conservada	Valores: Conservada, Aumentada, Disminuida.
ecografia.riñones.diagnostico	string	Sí	Diagnóstico renal ecográfico.	src/lib/schema/ecografia.ts	Sin alteraciones	Requerido.


Diagnóstico
Campo	Tipo de dato	Obligatorio	Descripción	Origen o archivo fuente	Ejemplo de valor	Observaciones/reglas
diagnostico.principal	object	Sí	Diagnóstico principal codificado.	src/lib/schema/diagnostico.ts	{}	Usa DiagnosticoCie11.
diagnostico.principal.code	string	Sí	Código CIE-11 del diagnóstico principal.	src/lib/schema/diagnostico.ts	BA00	Requerido como string.
diagnostico.principal.iNo	string	Sí	Identificador interno CIE-11.	src/lib/schema/diagnostico.ts	123456	Requerido y mínimo 1 carácter.
diagnostico.principal.title	string	Sí	Nombre del diagnóstico principal.	src/lib/schema/diagnostico.ts	Hypertension	Requerido y mínimo 1 carácter.
diagnostico.secundarios[]	object[]	Sí	Diagnósticos secundarios codificados.	src/lib/schema/diagnostico.ts	[{}]	Arreglo requerido; puede estar vacío.
diagnostico.secundarios[].code	string	Sí si existe secundario	Código CIE-11 del diagnóstico secundario.	src/lib/schema/diagnostico.ts	5A11	Obligatorio dentro del item.
diagnostico.secundarios[].iNo	string	Sí si existe secundario	Identificador interno CIE-11 del secundario.	src/lib/schema/diagnostico.ts	78910	Obligatorio dentro del item.
diagnostico.secundarios[].title	string	Sí si existe secundario	Nombre del diagnóstico secundario.	src/lib/schema/diagnostico.ts	Diabetes mellitus	Obligatorio dentro del item.
diagnostico.planTrabajo	string	Sí	Plan de trabajo indicado.	src/lib/schema/diagnostico.ts	Control en 7 días	Requerido.
diagnostico.recetaId	string	No	Referencia a receta asociada.	src/lib/schema/diagnostico.ts	receta-01	Opcional; verificar uso actual en implementación.


Actividad/auditoría
Campo	Tipo de dato	Obligatorio	Descripción	Origen o archivo fuente	Ejemplo de valor	Observaciones/reglas
type	string literal	Sí	Tipo documental.	src/lib/schema/actividad.ts	actividad	Siempre "actividad".
action	enum	Sí	Acción registrada.	src/lib/schema/actividad.ts	updated	Valores: created, updated.
actorId	string	Sí	Usuario que realizó la acción.	src/lib/schema/actividad.ts	user_est_01	Requerido.
stationKey	enum/string	Sí	Clave interna de estación.	src/lib/schema/actividad.ts	anamnesis	Tipo StationKey en src/lib/station-histories.ts.
viajeId	string	Sí	Viaje al que pertenece la actividad.	src/lib/schema/actividad.ts	viaje-2026-tilata	Requerido para filtros.
viajeLabel	string	No	Etiqueta humana del viaje.	src/lib/schema/actividad.ts	Medicina / Centro de Salud Tilata	Facilita mostrar contexto sin resolver viaje.
historiaId	string	No	Historia afectada por la acción.	src/lib/schema/actividad.ts	historia-01	Opcional; no aplica siempre a paciente.
pacienteId	string	Sí	Paciente afectado por la acción.	src/lib/schema/actividad.ts	paciente-01	Requerido.
subject	enum	Sí	Sujeto de la actividad.	src/lib/schema/actividad.ts	historia	Valores: historia, paciente.
changedFields[]	string[]	Sí	Lista de campos modificados.	src/lib/schema/actividad.ts	["anamnesis.motivoConsulta"]	Generado por comparación before/after.
changes[]	object[]	No	Detalle de cambios.	src/lib/schema/actividad.ts	[{}]	Opcional.
changes[].field	string	Sí si existe cambio	Campo modificado.	src/lib/schema/actividad.ts	anamnesis.motivoConsulta	Obligatorio dentro de changes[].
changes[].before	unknown	No	Valor anterior.	src/lib/schema/actividad.ts	Dolor	Admite cualquier tipo serializable.
changes[].after	unknown	No	Valor nuevo.	src/lib/schema/actividad.ts	Dolor abdominal	Admite cualquier tipo serializable.
createdAt	string	Sí	Fecha/hora del evento.	src/lib/schema/actividad.ts	2026-06-03T01:50:12.151Z	Usado para ordenamiento y trazabilidad.


Reporte de historia
Campo	Tipo de dato	Obligatorio	Descripción	Origen o archivo fuente	Ejemplo de valor	Observaciones/reglas
reporteHistoria.generatedAt	string	Sí si existe reporte	Fecha/hora de generación del PDF.	src/lib/schema/historia.ts; src/lib/reports/historia-carbone-report.ts	2026-06-03T01:50:12.151Z	Persistido en historia.
reporteHistoria.key	string	Sí si existe reporte	Clave de almacenamiento del PDF.	src/lib/schema/historia.ts; src/lib/reports/historia-carbone-report.ts	reportes/historias/historia-01/reporte.pdf	Persistido en historia.
reporteHistoria.nombre	string	Sí si existe reporte	Nombre del archivo PDF.	src/lib/schema/historia.ts; src/lib/reports/historia-carbone-report.ts	historia-clinica-8308424.pdf	Persistido en historia.
reporteHistoria.tamano	number	Sí si existe reporte	Tamaño del PDF.	src/lib/schema/historia.ts; src/lib/reports/historia-carbone-report.ts	145000	En bytes.
reporteHistoria.tipo	string	Sí si existe reporte	Tipo MIME del archivo.	src/lib/schema/historia.ts; src/lib/reports/historia-carbone-report.ts	application/pdf	Persistido en historia.
reporteHistoria.url	string	Sí si existe reporte	URL de acceso al PDF.	src/lib/schema/historia.ts; src/lib/reports/historia-carbone-report.ts	/archivos/reportes/historias/historia-01/reporte.pdf	Persistido en historia.
reportesHistoria[].generatedAt	string	Sí si existe item	Fecha/hora de un reporte histórico.	src/lib/schema/historia.ts; src/lib/reports/historia-carbone-report.ts	2026-06-03T01:50:12.151Z	Misma estructura que reporteHistoria.
reportesHistoria[].key	string	Sí si existe item	Clave de almacenamiento histórica.	src/lib/schema/historia.ts; src/lib/reports/historia-carbone-report.ts	reportes/historias/historia-01/reporte.pdf	Misma estructura que reporteHistoria.
reportesHistoria[].nombre	string	Sí si existe item	Nombre de archivo histórico.	src/lib/schema/historia.ts; src/lib/reports/historia-carbone-report.ts	historia-clinica-8308424.pdf	Misma estructura que reporteHistoria.
reportesHistoria[].tamano	number	Sí si existe item	Tamaño de archivo histórico.	src/lib/schema/historia.ts; src/lib/reports/historia-carbone-report.ts	145000	Misma estructura que reporteHistoria.
reportesHistoria[].tipo	string	Sí si existe item	Tipo MIME histórico.	src/lib/schema/historia.ts; src/lib/reports/historia-carbone-report.ts	application/pdf	Misma estructura que reporteHistoria.
reportesHistoria[].url	string	Sí si existe item	URL histórica.	src/lib/schema/historia.ts; src/lib/reports/historia-carbone-report.ts	/archivos/reportes/historias/historia-01/reporte.pdf	Misma estructura que reporteHistoria.
paciente.nombreCompleto	string	Derivado	Nombre completo usado en reporte.	src/lib/reports/historia-carbone-report.ts	Juan Carlos Mamani Quispe	Derivado desde paciente.datosPersonales; no se persiste como campo de paciente.
edad	number	Derivado	Edad usada en análisis/reportes.	docs/FLUJOS_DEL_SISTEMA.md; data-science/app/analytics/dataframe_builder.py	31	Calculada desde fechaNacimiento; no persistida en historia.
grupoEdad	string	Derivado	Grupo etario usado en investigación.	docs/FLUJOS_DEL_SISTEMA.md; data-science/app/analytics/dataframe_builder.py	30-39	Calculado desde fechaNacimiento; no persistido en historia.


Inventario de Farmacia por viaje
Campo	Tipo de dato	Obligatorio	Descripción	Origen o archivo fuente	Ejemplo de valor	Observaciones/reglas
id	string	Sí	Identificador del item de inventario.	src/lib/schema/farmacia.ts	inv-01	Documento type viajeInventarioItem.
type	string literal	Sí	Tipo documental.	src/lib/schema/farmacia.ts	viajeInventarioItem	Siempre "viajeInventarioItem".
viajeId	string	Sí	Viaje al que pertenece el item.	src/lib/schema/farmacia.ts	viaje-2026-tilata	Inventario ligado a viajeId.
categoria	enum	Sí	Categoría del item.	src/lib/schema/farmacia.ts	medicamento	Valores: medicamento, insumo, equipo, otro.
nombre	string	Sí	Nombre del item.	src/lib/schema/farmacia.ts	Paracetamol	Requerido y no vacío.
unidad	string	Sí	Unidad de planificación.	src/lib/schema/farmacia.ts	comprimidos	Requerido y no vacío.
cantidadPlanificada	number	Sí	Cantidad planificada para el viaje.	src/lib/schema/farmacia.ts	200	Mínimo 0.
cantidadDisponible	number	No	Cantidad disponible.	src/lib/schema/farmacia.ts	150	Opcional; mínimo 0 si existe.
catalogoId	string	No	Referencia al catálogo local de medicamentos.	src/lib/schema/farmacia.ts	med-cat-01	Opcional.
fuente	enum	No	Fuente del registro.	src/lib/schema/farmacia.ts	agemed	Valores: agemed, manual.
principioActivo	string	Condicional	Principio activo del medicamento.	src/lib/schema/farmacia.ts	Paracetamol	Requerido cuando categoria = medicamento.
concentracion	string	Condicional	Concentración del medicamento.	src/lib/schema/farmacia.ts	500 mg	Requerido cuando categoria = medicamento.
formaFarmaceutica	string	Condicional	Forma farmacéutica.	src/lib/schema/farmacia.ts	Comprimido	Requerido cuando categoria = medicamento.
viaAdministracion	string	No	Vía de administración.	src/lib/schema/farmacia.ts	Oral	Opcional.
registroSanitario	string	No	Registro sanitario.	src/lib/schema/farmacia.ts	NN-12345	Opcional.
laboratorio	string	No	Laboratorio.	src/lib/schema/farmacia.ts	LAFAR	Opcional.
titularRegistro	string	No	Titular del registro sanitario.	src/lib/schema/farmacia.ts	LAFAR S.A.	Opcional.
nombreComercial	string	No	Nombre comercial.	src/lib/schema/farmacia.ts	Paracetamol MK	Opcional.
atcCode	string	No	Código ATC.	src/lib/schema/farmacia.ts	N02BE01	Opcional.
lote	string	No	Lote del item.	src/lib/schema/farmacia.ts	LT-2026-01	Opcional.
fechaVencimiento	string	No	Fecha de vencimiento.	src/lib/schema/farmacia.ts	2027-12-31	Opcional; se persiste como string.
observaciones	string	No	Observaciones del item.	src/lib/schema/farmacia.ts	Stock para campaña	Opcional.
createdAt	string	Sí	Fecha/hora de creación del item.	src/lib/schema/farmacia.ts	2026-06-01T10:00:00.000Z	Persistido.
createdBy	string	No	Usuario que creó el item.	src/lib/schema/farmacia.ts	user_est_01	Opcional.
updatedAt	string	Sí	Fecha/hora de actualización del item.	src/lib/schema/farmacia.ts	2026-06-02T10:00:00.000Z	Persistido.
updatedBy	string	No	Usuario que actualizó el item.	src/lib/schema/farmacia.ts	user_docente_01	Opcional.


Catálogo local de medicamentos
Campo	Tipo de dato	Obligatorio	Descripción	Origen o archivo fuente	Ejemplo de valor	Observaciones/reglas
id	string	Sí	Identificador del medicamento en catálogo.	src/lib/schema/farmacia.ts	med-cat-01	Documento type medicamentoCatalogo.
type	string literal	Sí	Tipo documental.	src/lib/schema/farmacia.ts	medicamentoCatalogo	Siempre "medicamentoCatalogo".
principioActivo	string	Sí	Principio activo normalizado.	src/lib/schema/farmacia.ts	Paracetamol	Requerido.
fuente	enum	Sí	Fuente del dato del catálogo.	src/lib/schema/farmacia.ts	agemed	Valores: agemed, manual.
concentracion	string	No	Concentración normalizada.	src/lib/schema/farmacia.ts	500 mg	Opcional en tipo de catálogo.
formaFarmaceutica	string	No	Forma farmacéutica normalizada.	src/lib/schema/farmacia.ts	Comprimido	Opcional en tipo de catálogo.
viaAdministracion	string	No	Vía de administración.	src/lib/schema/farmacia.ts	Oral	Opcional.
registroSanitario	string	No	Registro sanitario.	src/lib/schema/farmacia.ts	NN-12345	Opcional.
laboratorio	string	No	Laboratorio.	src/lib/schema/farmacia.ts	LAFAR	Opcional.
titularRegistro	string	No	Titular del registro.	src/lib/schema/farmacia.ts	LAFAR S.A.	Opcional.
nombreComercial	string	No	Nombre comercial.	src/lib/schema/farmacia.ts	Paracetamol MK	Opcional.
atcCode	string	No	Código ATC.	src/lib/schema/farmacia.ts	N02BE01	Opcional.
createdAt	string	Sí	Fecha/hora de creación en catálogo.	src/lib/schema/farmacia.ts	2026-06-01T10:00:00.000Z	Persistido.
createdBy	string	No	Usuario que creó el registro.	src/lib/schema/farmacia.ts	user_docente_01	Opcional.
updatedAt	string	Sí	Fecha/hora de actualización del catálogo.	src/lib/schema/farmacia.ts	2026-06-02T10:00:00.000Z	Persistido.
updatedBy	string	No	Usuario que actualizó el registro.	src/lib/schema/farmacia.ts	user_docente_01	Opcional.


Receta
Campo	Tipo de dato	Obligatorio	Descripción	Origen o archivo fuente	Ejemplo de valor	Observaciones/reglas
receta.type	string literal	Sí si existe receta	Tipo de receta.	src/lib/schema/farmacia.ts	receta	La historia tiene receta?: Receta; verificar flujo actual.
receta.medicamentos[]	object[]	Sí si existe receta	Lista de medicamentos recetados.	src/lib/schema/farmacia.ts	[{}]	Arreglo dentro de receta.
receta.medicamentos[].nombre	string	Sí si existe medicamento	Nombre del medicamento recetado.	src/lib/schema/farmacia.ts	Paracetamol	Obligatorio dentro del item.
receta.medicamentos[].dosis	string	Sí si existe medicamento	Dosis indicada.	src/lib/schema/farmacia.ts	500 mg	Obligatorio dentro del item.
receta.medicamentos[].frecuencia	string	Sí si existe medicamento	Frecuencia indicada.	src/lib/schema/farmacia.ts	Cada 8 horas	Obligatorio dentro del item.
receta.medicamentos[].duracion	string	Sí si existe medicamento	Duración del tratamiento.	src/lib/schema/farmacia.ts	5 días	Obligatorio dentro del item.
